snapshot_date,portfolio_id,client_id,instrument_id,instrument_name,asset_class,sub_asset_class,sector,region,instrument_ccy,quantity,price_local,market_value_local,portfolio_ccy,market_value_base,market_value_usd,weight_pct,avg_cost_local,cost_basis_base,unrealised_pnl_base,unrealised_pnl_pct,lending_value_base,advance_rate_pct,liquidity_tier,valuation_date,acquired_date
2025-12-31,PF-0013,CL-0011,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,40000,102.4,4096000.0,SGD,5283840.0,4096000.0,10.8113,106.2,5479920.0,-196080.0,-3.58,3962880.0,75.0,Daily,2025-12-31,2017-06-28
2025-12-31,PF-0013,CL-0011,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,30000,74.2,2226000.0,SGD,2226000.0,1725581.4,4.5547,66.8,2004000.0,222000.0,11.08,1335600.0,60.0,Daily,2025-12-31,2015-03-12
2025-12-31,PF-0013,CL-0011,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,6000,218.4,1310400.0,SGD,1690416.0,1310400.0,3.4588,158.4,1226016.0,464400.0,37.88,1098770.4,65.0,Daily,2025-12-31,2013-09-04
2025-12-31,PF-0013,CL-0011,SYN-AL-0302,Orchard Private Credit Fund II,Alternatives,Private Credit,Corporate,Global,USD,3000,1082.0,3246000.0,SGD,4187340.0,3246000.0,8.5678,1000.0,3870000.0,317340.0,8.2,0.0,0.0,Quarterly Gate,2025-12-31,2022-10-03
2025-12-31,PF-0013,CL-0011,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,3200000,1.0,3200000.0,SGD,3200000.0,2480620.16,6.5476,1.0,3200000.0,0.0,0.0,2880000.0,90.0,Monthly,2025-12-31,2003-03-01
2026-02-27,PF-0013,CL-0011,SYN-AL-0306,Direct Property - Sentosa Cove Residence,Alternatives,Direct Real Estate,Real Estate,Singapore,SGD,1,8600000.0,8600000.0,SGD,8600000.0,6564885.5,17.432,3200000.0,3200000.0,5400000.0,168.75,0.0,0.0,Illiquid,2026-02-27,1998-06-01
2026-02-27,PF-0013,CL-0011,SYN-AL-0305,Asia Real Estate Opportunity Fund III,Alternatives,Private Real Estate,Real Estate,Asia,SGD,9000,1150.0,10350000.0,SGD,10350000.0,7900763.36,20.9792,1000.0,9000000.0,1350000.0,15.0,0.0,0.0,Illiquid,2026-02-27,2018-04-01
2026-02-27,PF-0013,CL-0011,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,55000,119.1,6550500.0,SGD,6550500.0,5000381.68,13.2777,112.6,6193000.0,357500.0,5.77,3602775.0,55.0,Daily,2026-02-27,2014-08-20
2026-02-27,PF-0013,CL-0011,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,70000,98.2,6874000.0,SGD,6874000.0,5247328.24,13.9334,102.4,7168000.0,-294000.0,-4.1,6186600.0,90.0,Daily,2026-02-27,2019-01-15
2026-02-27,PF-0013,CL-0011,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,40000,103.2,4128000.0,SGD,5407680.0,4128000.0,10.9612,106.2,5479920.0,-72240.0,-1.32,4055760.0,75.0,Daily,2026-02-27,2017-06-28
2026-02-27,PF-0013,CL-0011,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,30000,75.6,2268000.0,SGD,2268000.0,1731297.71,4.5972,66.8,2004000.0,264000.0,13.17,1360800.0,60.0,Daily,2026-02-27,2015-03-12
2026-02-27,PF-0013,CL-0011,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,6000,227.1,1362600.0,SGD,1785006.0,1362600.0,3.6182,158.4,1226016.0,558990.0,45.59,1160253.9,65.0,Daily,2026-02-27,2013-09-04
2026-02-27,PF-0013,CL-0011,SYN-AL-0302,Orchard Private Credit Fund II,Alternatives,Private Credit,Corporate,Global,USD,3000,1094.0,3282000.0,SGD,4299420.0,3282000.0,8.7148,1000.0,3870000.0,429420.0,11.1,0.0,0.0,Quarterly Gate,2026-02-27,2022-10-03
2026-02-27,PF-0013,CL-0011,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,3200000,1.0,3200000.0,SGD,3200000.0,2442748.09,6.4863,1.0,3200000.0,0.0,0.0,2880000.0,90.0,Monthly,2026-02-27,2003-03-01
2026-03-31,PF-0013,CL-0011,SYN-AL-0306,Direct Property - Sentosa Cove Residence,Alternatives,Direct Real Estate,Real Estate,Singapore,SGD,1,8600000.0,8600000.0,SGD,8600000.0,6441947.57,17.7564,3200000.0,3200000.0,5400000.0,168.75,0.0,0.0,Illiquid,2026-03-31,1998-06-01
2026-03-31,PF-0013,CL-0011,SYN-AL-0305,Asia Real Estate Opportunity Fund III,Alternatives,Private Real Estate,Real Estate,Asia,SGD,9000,1122.0,10098000.0,SGD,10098000.0,7564044.94,20.8493,1000.0,9000000.0,1098000.0,12.2,0.0,0.0,Illiquid,2026-03-31,2018-04-01
2026-03-31,PF-0013,CL-0011,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,55000,113.8,6259000.0,SGD,6259000.0,4688389.51,12.9229,112.6,6193000.0,66000.0,1.07,3442450.0,55.0,Daily,2026-03-31,2014-08-20
2026-03-31,PF-0013,CL-0011,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,70000,94.1,6587000.0,SGD,6587000.0,4934082.4,13.6001,102.4,7168000.0,-581000.0,-8.11,5928300.0,90.0,Daily,2026-03-31,2019-01-15
2026-03-31,PF-0013,CL-0011,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,40000,99.6,3984000.0,SGD,5318640.0,3984000.0,10.9814,106.2,5479920.0,-161280.0,-2.94,3988980.0,75.0,Daily,2026-03-31,2017-06-28
2026-03-31,PF-0013,CL-0011,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,30000,72.9,2187000.0,SGD,2187000.0,1638202.25,4.5155,66.8,2004000.0,183000.0,9.13,1312200.0,60.0,Daily,2026-03-31,2015-03-12
2026-03-31,PF-0013,CL-0011,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,6000,223.0,1338000.0,SGD,1786230.0,1338000.0,3.688,158.4,1226016.0,560214.0,45.69,1161049.5,65.0,Daily,2026-03-31,2013-09-04
2026-03-31,PF-0013,CL-0011,SYN-AL-0302,Orchard Private Credit Fund II,Alternatives,Private Credit,Corporate,Global,USD,3000,1098.0,3294000.0,SGD,4397490.0,3294000.0,9.0795,1000.0,3870000.0,527490.0,13.63,0.0,0.0,Quarterly Gate,2026-03-31,2022-10-03
2026-03-31,PF-0013,CL-0011,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,3200000,1.0,3200000.0,SGD,3200000.0,2397003.75,6.607,1.0,3200000.0,0.0,0.0,2880000.0,90.0,Monthly,2026-03-31,2003-03-01
2026-06-30,PF-0013,CL-0011,SYN-AL-0306,Direct Property - Sentosa Cove Residence,Alternatives,Direct Real Estate,Real Estate,Singapore,SGD,1,8750000.0,8750000.0,SGD,8750000.0,6505576.21,18.1026,3200000.0,3200000.0,5550000.0,173.44,0.0,0.0,Illiquid,2026-06-30,1998-06-01
2026-06-30,PF-0013,CL-0011,SYN-AL-0305,Asia Real Estate Opportunity Fund III,Alternatives,Private Real Estate,Real Estate,Asia,SGD,9000,1122.0,10098000.0,SGD,10098000.0,7507806.69,20.8914,1000.0,9000000.0,1098000.0,12.2,0.0,0.0,Illiquid,2026-06-30,2018-04-01
2026-06-30,PF-0013,CL-0011,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,55000,111.9,6154500.0,SGD,6154500.0,4575836.43,12.7328,112.6,6193000.0,-38500.0,-0.62,3384975.0,55.0,Daily,2026-06-30,2014-08-20
2026-06-30,PF-0013,CL-0011,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,70000,92.6,6482000.0,SGD,6482000.0,4819330.86,13.4104,102.4,7168000.0,-686000.0,-9.57,5833800.0,90.0,Daily,2026-06-30,2019-01-15
2026-06-30,PF-0013,CL-0011,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,40000,98.1,3924000.0,SGD,5277780.0,3924000.0,10.919,106.2,5479920.0,-202140.0,-3.69,3958335.0,75.0,Daily,2026-06-30,2017-06-28
2026-06-30,PF-0013,CL-0011,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,30000,76.1,2283000.0,SGD,2283000.0,1697397.77,4.7232,66.8,2004000.0,279000.0,13.92,1369800.0,60.0,Daily,2026-06-30,2015-03-12
2026-06-30,PF-0013,CL-0011,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,6000,234.2,1405200.0,SGD,1889994.0,1405200.0,3.9101,158.4,1226016.0,663978.0,54.16,1228496.1,65.0,Daily,2026-06-30,2013-09-04
2026-06-30,PF-0013,CL-0011,SYN-AL-0302,Orchard Private Credit Fund II,Alternatives,Private Credit,Corporate,Global,USD,3000,1041.0,3123000.0,SGD,4200435.0,3123000.0,8.6901,1000.0,3870000.0,330435.0,8.54,0.0,0.0,Quarterly Gate,2026-06-30,2022-10-03
2026-06-30,PF-0013,CL-0011,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,3200000,1.0,3200000.0,SGD,3200000.0,2379182.16,6.6204,1.0,3200000.0,0.0,0.0,2880000.0,90.0,Monthly,2026-06-30,2003-03-01
2026-08-26,PF-0013,CL-0011,SYN-AL-0306,Direct Property - Sentosa Cove Residence,Alternatives,Direct Real Estate,Real Estate,Singapore,SGD,1,8750000.0,8750000.0,SGD,8750000.0,6471893.49,18.3158,3200000.0,3200000.0,5550000.0,173.44,0.0,0.0,Illiquid,2026-08-26,1998-06-01
2026-08-26,PF-0013,CL-0011,SYN-AL-0305,Asia Real Estate Opportunity Fund III,Alternatives,Private Real Estate,Real Estate,Asia,SGD,9000,1084.0,9756000.0,SGD,9756000.0,7215976.33,20.4216,1000.0,9000000.0,756000.0,8.4,0.0,0.0,Illiquid,2026-08-26,2018-04-01
2026-08-26,PF-0013,CL-0011,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,55000,110.2,6061000.0,SGD,6061000.0,4482988.17,12.6871,112.6,6193000.0,-132000.0,-2.13,3333550.0,55.0,Daily,2026-08-26,2014-08-20
2026-08-26,PF-0013,CL-0011,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,70000,91.8,6426000.0,SGD,6426000.0,4752958.58,13.4511,102.4,7168000.0,-742000.0,-10.35,5783400.0,90.0,Daily,2026-08-26,2019-01-15
2026-08-26,PF-0013,CL-0011,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,40000,97.3,3892000.0,SGD,5261984.0,3892000.0,11.0146,106.2,5479920.0,-217936.0,-3.98,3946488.0,75.0,Daily,2026-08-26,2017-06-28
2026-08-26,PF-0013,CL-0011,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,30000,76.9,2307000.0,SGD,2307000.0,1706360.95,4.8291,66.8,2004000.0,303000.0,15.12,1384200.0,60.0,Daily,2026-08-26,2015-03-12
2026-08-26,PF-0013,CL-0011,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,6000,238.0,1428000.0,SGD,1930656.0,1428000.0,4.0413,158.4,1226016.0,704640.0,57.47,1254926.4,65.0,Daily,2026-08-26,2013-09-04
2026-08-26,PF-0013,CL-0011,SYN-AL-0302,Orchard Private Credit Fund II,Alternatives,Private Credit,Corporate,Global,USD,3000,1006.0,3018000.0,SGD,4080336.0,3018000.0,8.5411,1000.0,3870000.0,210336.0,5.44,0.0,0.0,Quarterly Gate,2026-08-26,2022-10-03
2026-08-26,PF-0013,CL-0011,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,3200000,1.0,3200000.0,SGD,3200000.0,2366863.91,6.6983,1.0,3200000.0,0.0,0.0,2880000.0,90.0,Monthly,2026-08-26,2003-03-01
2025-12-31,PF-0014,CL-0012,SYN-FI-0201,US Treasury 2.375% due 2045,Fixed Income,Government Bond,Sovereign,North America,USD,100000,68.4,6840000.0,USD,6840000.0,6840000.0,22.701,92.4,9240000.0,-2400000.0,-25.97,6156000.0,90.0,Daily,2025-12-31,2019-02-26
2025-12-31,PF-0014,CL-0012,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,48000,102.4,4915200.0,USD,4915200.0,4915200.0,16.3128,105.1,5044800.0,-129600.0,-2.57,3686400.0,75.0,Daily,2025-12-31,2016-11-14
2025-12-31,PF-0014,CL-0012,SYN-FI-0204,Asia Investment Grade Credit Fund,Fixed Income,Investment Grade Credit,Corporate,Asia,USD,45000,98.6,4437000.0,USD,4437000.0,4437000.0,14.7258,100.6,4527000.0,-90000.0,-1.99,3327750.0,75.0,Daily,2025-12-31,2018-05-09
2025-12-31,PF-0014,CL-0012,SYN-FI-0206,Pacific Rim Bank 4.75% Perpetual,Fixed Income,Subordinated Perpetual,Financials,Asia,USD,30000,96.8,2904000.0,USD,2904000.0,2904000.0,9.638,99.8,2994000.0,-90000.0,-3.01,1452000.0,50.0,Weekly,2025-12-31,2020-07-21
2025-12-31,PF-0014,CL-0012,SYN-FI-0207,Golden Harbour Properties 5.25% Perpetual,Fixed Income,Subordinated Perpetual,Real Estate,Hong Kong,USD,25000,82.4,2060000.0,USD,2060000.0,2060000.0,6.8368,98.4,2460000.0,-400000.0,-16.26,1030000.0,50.0,Weekly,2025-12-31,2021-03-16
2025-12-31,PF-0014,CL-0012,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,15000,118.5,1777500.0,USD,1377906.98,1377906.98,4.5731,130.2,1513953.49,-136046.51,-8.99,757848.84,55.0,Daily,2025-12-31,2017-09-05
2025-12-31,PF-0014,CL-0012,SYN-EQ-0009,Global Listed Infrastructure Fund,Equity,Developed Market Equity,Utilities,Global,USD,12000,132.4,1588800.0,USD,1588800.0,1588800.0,5.273,106.8,1281600.0,307200.0,23.97,1032720.0,65.0,Daily,2025-12-31,2018-11-27
2025-12-31,PF-0014,CL-0012,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,7000,218.4,1528800.0,USD,1528800.0,1528800.0,5.0739,164.2,1149400.0,379400.0,33.01,993720.0,65.0,Daily,2025-12-31,2014-06-18
2025-12-31,PF-0014,CL-0012,SYN-ST-0104,Pacific Orient Shipping Ltd,Equity,Single Stock,Industrials,Hong Kong,HKD,400000,24.8,9920000.0,USD,1273427.47,1273427.47,4.2263,12.4,636713.74,636713.74,100.0,636713.74,50.0,Daily,2025-12-31,2005-01-01
2025-12-31,PF-0014,CL-0012,SYN-AL-0309,Global Infrastructure Debt Fund,Alternatives,Private Credit,Infrastructure,Global,USD,12000,104.2,1250400.0,USD,1250400.0,1250400.0,4.1499,100.0,1200000.0,50400.0,4.2,0.0,0.0,Quarterly Gate,2025-12-31,2023-04-17
2025-12-31,PF-0014,CL-0012,SYN-CA-0603,HKD Call Deposit,Cash and Equivalents,Deposit,Cash,Hong Kong,HKD,9000000,1.0,9000000.0,USD,1155327.34,1155327.34,3.8344,1.0,1155327.34,0.0,0.0,1039794.61,90.0,Daily,2025-12-31,2010-11-01
2025-12-31,PF-0014,CL-0012,SYN-CA-0601,USD Call Deposit,Cash and Equivalents,Deposit,Cash,Global,USD,800000,1.0,800000.0,USD,800000.0,800000.0,2.6551,1.0,800000.0,0.0,0.0,720000.0,90.0,Daily,2025-12-31,2010-11-01
2026-02-27,PF-0014,CL-0012,SYN-FI-0201,US Treasury 2.375% due 2045,Fixed Income,Government Bond,Sovereign,North America,USD,100000,70.1,7010000.0,USD,7010000.0,7010000.0,22.9584,92.4,9240000.0,-2230000.0,-24.13,6309000.0,90.0,Daily,2026-02-27,2019-02-26
2026-02-27,PF-0014,CL-0012,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,48000,103.2,4953600.0,USD,4953600.0,4953600.0,16.2235,105.1,5044800.0,-91200.0,-1.81,3715200.0,75.0,Daily,2026-02-27,2016-11-14
2026-02-27,PF-0014,CL-0012,SYN-FI-0204,Asia Investment Grade Credit Fund,Fixed Income,Investment Grade Credit,Corporate,Asia,USD,45000,99.3,4468500.0,USD,4468500.0,4468500.0,14.6347,100.6,4527000.0,-58500.0,-1.29,3351375.0,75.0,Daily,2026-02-27,2018-05-09
2026-02-27,PF-0014,CL-0012,SYN-FI-0206,Pacific Rim Bank 4.75% Perpetual,Fixed Income,Subordinated Perpetual,Financials,Asia,USD,30000,97.9,2937000.0,USD,2937000.0,2937000.0,9.6189,99.8,2994000.0,-57000.0,-1.9,1468500.0,50.0,Weekly,2026-02-27,2020-07-21
2026-02-27,PF-0014,CL-0012,SYN-FI-0207,Golden Harbour Properties 5.25% Perpetual,Fixed Income,Subordinated Perpetual,Real Estate,Hong Kong,USD,25000,83.1,2077500.0,USD,2077500.0,2077500.0,6.804,98.4,2460000.0,-382500.0,-15.55,1038750.0,50.0,Weekly,2026-02-27,2021-03-16
2026-02-27,PF-0014,CL-0012,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,15000,119.1,1786500.0,USD,1363740.46,1363740.46,4.4664,130.2,1513953.49,-150213.03,-9.92,750057.25,55.0,Daily,2026-02-27,2017-09-05
2026-02-27,PF-0014,CL-0012,SYN-EQ-0009,Global Listed Infrastructure Fund,Equity,Developed Market Equity,Utilities,Global,USD,12000,134.1,1609200.0,USD,1609200.0,1609200.0,5.2703,106.8,1281600.0,327600.0,25.56,1045980.0,65.0,Daily,2026-02-27,2018-11-27
2026-02-27,PF-0014,CL-0012,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,7000,227.1,1589700.0,USD,1589700.0,1589700.0,5.2064,164.2,1149400.0,440300.0,38.31,1033305.0,65.0,Daily,2026-02-27,2014-06-18
2026-02-27,PF-0014,CL-0012,SYN-ST-0104,Pacific Orient Shipping Ltd,Equity,Single Stock,Industrials,Hong Kong,HKD,400000,25.6,10240000.0,USD,1312820.51,1312820.51,4.2996,12.4,636713.74,676106.78,106.19,656410.26,50.0,Daily,2026-02-27,2005-01-01
2026-02-27,PF-0014,CL-0012,SYN-AL-0309,Global Infrastructure Debt Fund,Alternatives,Private Credit,Infrastructure,Global,USD,12000,104.8,1257600.0,USD,1257600.0,1257600.0,4.1188,100.0,1200000.0,57600.0,4.8,0.0,0.0,Quarterly Gate,2026-02-27,2023-04-17
2026-02-27,PF-0014,CL-0012,SYN-CA-0603,HKD Call Deposit,Cash and Equivalents,Deposit,Cash,Hong Kong,HKD,9000000,1.0,9000000.0,USD,1153846.15,1153846.15,3.779,1.0,1155327.34,-1481.19,-0.13,1038461.54,90.0,Daily,2026-02-27,2010-11-01
2026-02-27,PF-0014,CL-0012,SYN-CA-0601,USD Call Deposit,Cash and Equivalents,Deposit,Cash,Global,USD,800000,1.0,800000.0,USD,800000.0,800000.0,2.6201,1.0,800000.0,0.0,0.0,720000.0,90.0,Daily,2026-02-27,2010-11-01
2026-03-31,PF-0014,CL-0012,SYN-FI-0201,US Treasury 2.375% due 2045,Fixed Income,Government Bond,Sovereign,North America,USD,100000,62.8,6280000.0,USD,6280000.0,6280000.0,21.6054,92.4,9240000.0,-2960000.0,-32.03,5652000.0,90.0,Daily,2026-03-31,2019-02-26
2026-03-31,PF-0014,CL-0012,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,48000,99.6,4780800.0,USD,4780800.0,4780800.0,16.4477,105.1,5044800.0,-264000.0,-5.23,3585600.0,75.0,Daily,2026-03-31,2016-11-14
2026-03-31,PF-0014,CL-0012,SYN-FI-0204,Asia Investment Grade Credit Fund,Fixed Income,Investment Grade Credit,Corporate,Asia,USD,45000,95.8,4311000.0,USD,4311000.0,4311000.0,14.8314,100.6,4527000.0,-216000.0,-4.77,3233250.0,75.0,Daily,2026-03-31,2018-05-09
2026-03-31,PF-0014,CL-0012,SYN-FI-0206,Pacific Rim Bank 4.75% Perpetual,Fixed Income,Subordinated Perpetual,Financials,Asia,USD,30000,89.4,2682000.0,USD,2682000.0,2682000.0,9.227,99.8,2994000.0,-312000.0,-10.42,1341000.0,50.0,Weekly,2026-03-31,2020-07-21
2026-03-31,PF-0014,CL-0012,SYN-FI-0207,Golden Harbour Properties 5.25% Perpetual,Fixed Income,Subordinated Perpetual,Real Estate,Hong Kong,USD,25000,68.9,1722500.0,USD,1722500.0,1722500.0,5.926,98.4,2460000.0,-737500.0,-29.98,861250.0,50.0,Weekly,2026-03-31,2021-03-16
2026-03-31,PF-0014,CL-0012,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,15000,113.8,1707000.0,USD,1278651.69,1278651.69,4.399,130.2,1513953.49,-235301.8,-15.54,703258.43,55.0,Daily,2026-03-31,2017-09-05
2026-03-31,PF-0014,CL-0012,SYN-EQ-0009,Global Listed Infrastructure Fund,Equity,Developed Market Equity,Utilities,Global,USD,12000,138.9,1666800.0,USD,1666800.0,1666800.0,5.7344,106.8,1281600.0,385200.0,30.06,1083420.0,65.0,Daily,2026-03-31,2018-11-27
2026-03-31,PF-0014,CL-0012,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,7000,223.0,1561000.0,USD,1561000.0,1561000.0,5.3704,164.2,1149400.0,411600.0,35.81,1014650.0,65.0,Daily,2026-03-31,2014-06-18
2026-03-31,PF-0014,CL-0012,SYN-ST-0104,Pacific Orient Shipping Ltd,Equity,Single Stock,Industrials,Hong Kong,HKD,400000,31.4,12560000.0,USD,1607165.71,1607165.71,5.5292,12.4,636713.74,970451.97,152.42,803582.85,50.0,Daily,2026-03-31,2005-01-01
2026-03-31,PF-0014,CL-0012,SYN-AL-0309,Global Infrastructure Debt Fund,Alternatives,Private Credit,Infrastructure,Global,USD,12000,102.1,1225200.0,USD,1225200.0,1225200.0,4.2151,100.0,1200000.0,25200.0,2.1,0.0,0.0,Quarterly Gate,2026-03-31,2023-04-17
2026-03-31,PF-0014,CL-0012,SYN-CA-0603,HKD Call Deposit,Cash and Equivalents,Deposit,Cash,Hong Kong,HKD,9000000,1.0,9000000.0,USD,1151631.48,1151631.48,3.962,1.0,1155327.34,-3695.86,-0.32,1036468.33,90.0,Daily,2026-03-31,2010-11-01
2026-03-31,PF-0014,CL-0012,SYN-CA-0601,USD Call Deposit,Cash and Equivalents,Deposit,Cash,Global,USD,800000,1.0,800000.0,USD,800000.0,800000.0,2.7523,1.0,800000.0,0.0,0.0,720000.0,90.0,Daily,2026-03-31,2010-11-01
2026-06-30,PF-0014,CL-0012,SYN-FI-0201,US Treasury 2.375% due 2045,Fixed Income,Government Bond,Sovereign,North America,USD,100000,59.9,5990000.0,USD,5990000.0,5990000.0,21.1963,92.4,9240000.0,-3250000.0,-35.17,5391000.0,90.0,Daily,2026-06-30,2019-02-26
2026-06-30,PF-0014,CL-0012,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,48000,98.1,4708800.0,USD,4708800.0,4708800.0,16.6626,105.1,5044800.0,-336000.0,-6.66,3531600.0,75.0,Daily,2026-06-30,2016-11-14
2026-06-30,PF-0014,CL-0012,SYN-FI-0204,Asia Investment Grade Credit Fund,Fixed Income,Investment Grade Credit,Corporate,Asia,USD,45000,94.6,4257000.0,USD,4257000.0,4257000.0,15.0639,100.6,4527000.0,-270000.0,-5.96,3192750.0,75.0,Daily,2026-06-30,2018-05-09
2026-06-30,PF-0014,CL-0012,SYN-FI-0206,Pacific Rim Bank 4.75% Perpetual,Fixed Income,Subordinated Perpetual,Financials,Asia,USD,30000,86.2,2586000.0,USD,2586000.0,2586000.0,9.1509,99.8,2994000.0,-408000.0,-13.63,1293000.0,50.0,Weekly,2026-06-30,2020-07-21
2026-06-30,PF-0014,CL-0012,SYN-FI-0207,Golden Harbour Properties 5.25% Perpetual,Fixed Income,Subordinated Perpetual,Real Estate,Hong Kong,USD,25000,61.2,1530000.0,USD,1530000.0,1530000.0,5.4141,98.4,2460000.0,-930000.0,-37.8,765000.0,50.0,Weekly,2026-06-30,2021-03-16
2026-06-30,PF-0014,CL-0012,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,15000,111.9,1678500.0,USD,1247955.39,1247955.39,4.416,130.2,1513953.49,-265998.1,-17.57,686375.46,55.0,Daily,2026-06-30,2017-09-05
2026-06-30,PF-0014,CL-0012,SYN-EQ-0009,Global Listed Infrastructure Fund,Equity,Developed Market Equity,Utilities,Global,USD,12000,137.2,1646400.0,USD,1646400.0,1646400.0,5.826,106.8,1281600.0,364800.0,28.46,1070160.0,65.0,Daily,2026-06-30,2018-11-27
2026-06-30,PF-0014,CL-0012,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,7000,234.2,1639400.0,USD,1639400.0,1639400.0,5.8012,164.2,1149400.0,490000.0,42.63,1065610.0,65.0,Daily,2026-06-30,2014-06-18
2026-06-30,PF-0014,CL-0012,SYN-ST-0104,Pacific Orient Shipping Ltd,Equity,Single Stock,Industrials,Hong Kong,HKD,400000,29.2,11680000.0,USD,1493606.14,1493606.14,5.2853,12.4,636713.74,856892.4,134.58,746803.07,50.0,Daily,2026-06-30,2005-01-01
2026-06-30,PF-0014,CL-0012,SYN-AL-0309,Global Infrastructure Debt Fund,Alternatives,Private Credit,Infrastructure,Global,USD,12000,100.8,1209600.0,USD,1209600.0,1209600.0,4.2803,100.0,1200000.0,9600.0,0.8,0.0,0.0,Quarterly Gate,2026-06-30,2023-04-17
2026-06-30,PF-0014,CL-0012,SYN-CA-0603,HKD Call Deposit,Cash and Equivalents,Deposit,Cash,Hong Kong,HKD,9000000,1.0,9000000.0,USD,1150895.14,1150895.14,4.0726,1.0,1155327.34,-4432.2,-0.38,1035805.63,90.0,Daily,2026-06-30,2010-11-01
2026-06-30,PF-0014,CL-0012,SYN-CA-0601,USD Call Deposit,Cash and Equivalents,Deposit,Cash,Global,USD,800000,1.0,800000.0,USD,800000.0,800000.0,2.8309,1.0,800000.0,0.0,0.0,720000.0,90.0,Daily,2026-06-30,2010-11-01
